line,variable
"org.apache.commons.math3.analysis.interpolation$TricubicSplineInterpolatingFunction#TricubicSplineInterpolatingFunction(double[],double[],double[],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][]):161",dFdX;xLen
org.apache.commons.math3.stat.regression$SimpleRegression#getSlopeConfidenceInterval(double):690,alpha
org.apache.commons.math3.fraction$BigFraction#pow(java.math.BigInteger):1000,pow;ArithmeticUtils;numerator;exponent;denominator
"org.apache.commons.math3.analysis.interpolation$TricubicSplineInterpolatingFunction#TricubicSplineInterpolatingFunction(double[],double[],double[],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][]):167",dFdZ;xLen
"org.apache.commons.math3.analysis.interpolation$UnivariatePeriodicInterpolator#interpolate(double[],double[]):105",extend;i
org.apache.commons.math3.ode.sampling$StepNormalizer#doNormalizedStep(boolean):278,firstTime;lastTime;firstIncluded;bounds
"org.apache.commons.math3.analysis.interpolation$TricubicSplineInterpolatingFunction#TricubicSplineInterpolatingFunction(double[],double[],double[],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][]):164",dFdY;xLen
org.apache.commons.math3.transform$TransformUtils#createRealImaginaryArray(org.apache.commons.math3.complex.Complex[]):107,dataRI
org.apache.commons.math3.optim.linear$SimplexSolver#getPivotColumn(org.apache.commons.math3.optim.linear.SimplexTableau):126,tableau;i;getWidth
"org.apache.commons.math3.geometry.euclidean.oned$IntervalsSet#recurseList(org.apache.commons.math3.geometry.partitioning.BSPTree,java.util.List,double,double):225",node;getAttribute
"org.apache.commons.math3.geometry.euclidean.oned$IntervalsSet#recurseList(org.apache.commons.math3.geometry.partitioning.BSPTree,java.util.List,double,double):224",node;getCut
org.apache.commons.math3.distribution$EnumeratedDistribution#sample():202,size;get;singletons
org.apache.commons.math3.transform$TransformUtils#createRealImaginaryArray(org.apache.commons.math3.complex.Complex[]):102,dataC;i
org.apache.commons.math3.stat.regression$SimpleRegression#getSlopeConfidenceInterval(double):696,getSlopeStdErr;alpha;inverseCumulativeProbability;distribution
org.apache.commons.math3.util$OpenIntToFieldHashMap#get(int):204,containsKey;index;key
org.apache.commons.math3.util$OpenIntToFieldHashMap#get(int):205,values;index
org.apache.commons.math3.util$OpenIntToFieldHashMap#get(int):201,index;FREE;states
org.apache.commons.math3.util$OpenIntToDoubleHashMap$Iterator#key():532,current;keys
org.apache.commons.math3.complex$Complex#divide(double):286,NaN
org.apache.commons.math3.complex$Complex#divide(double):285,divisor;isNaN;Double
org.apache.commons.math3.linear$OpenMapRealVector#isNaN():574,iter;hasNext
org.apache.commons.math3.linear$OpenMapRealVector#isNaN():576,iter;isNaN;value;Double
"org.apache.commons.math3.ode.sampling$StepNormalizer#handleStep(org.apache.commons.math3.ode.sampling.StepInterpolator,boolean):243",isLast
org.apache.commons.math3.complex$Complex#divide(double):289,NaN
org.apache.commons.math3.complex$Complex#divide(double):288,divisor
org.apache.commons.math3.util$OpenIntToDoubleHashMap$Iterator#key():529,current
org.apache.commons.math3.geometry.partitioning$BSPTree#getCut():194,cut
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getMatrix():747,m
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():210,x;m
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():219,abs;d;tol1;FastMath
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):195",getMaxEvaluations;getEvaluations
org.apache.commons.math3.util$OpenIntToFieldHashMap#get(int):209,missingEntries
"org.apache.commons.math3.ode.sampling$StepNormalizer#handleStep(org.apache.commons.math3.ode.sampling.StepInterpolator,boolean):250",addLast
org.apache.commons.math3.distribution$EnumeratedDistribution#sample(int):214,sampleSize
"org.apache.commons.math3.distribution$EnumeratedRealDistribution#EnumeratedRealDistribution(org.apache.commons.math3.random.RandomGenerator,double[],double[]):96",i;singletons
org.apache.commons.math3.util$OpenIntToDoubleHashMap$Iterator#value():543,referenceCount;count
org.apache.commons.math3.linear$OpenMapRealVector#mapAdd(double):586,mapAddToSelf;d;copy
org.apache.commons.math3.util$OpenIntToDoubleHashMap$Iterator#value():546,current
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):390",fpexp;i;charAt
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():201,x;m
org.apache.commons.math3.complex$Complex#divide(org.apache.commons.math3.complex.Complex):271,q;imaginary;createComplex;real;denominator
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):395",negative
org.apache.commons.math3.distribution$ChiSquaredDistribution#getSupportUpperBound():150,Double
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#toRotation():755,getReal;q1;q2;q3;q0
org.apache.commons.math3.geometry.partitioning$BSPTree#copySelf():185,minus;cut;copySelf;attribute;plus
org.apache.commons.math3.analysis.interpolation$UnivariatePeriodicInterpolator$1#value(double):120,reduce;period;offset;f;x;value;MathUtils
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():252,t
"org.apache.commons.math3.distribution$EnumeratedRealDistribution#EnumeratedRealDistribution(org.apache.commons.math3.random.RandomGenerator,double[],double[]):90",singletons;probabilities
org.apache.commons.math3.distribution$EnumeratedDistribution#sample(int):221,i;sampleSize
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):180",row
org.apache.commons.math3.distribution$EnumeratedDistribution#sample(int):225,out
org.apache.commons.math3.geometry.euclidean.twod$SubLine#getSegments():92,segments
org.apache.commons.math3.linear$OpenMapRealVector#mapAddToSelf(double):592,i;virtualSize
org.apache.commons.math3.distribution$ChiSquaredDistribution#getNumericalMean():117,getDegreesOfFreedom
"org.apache.commons.math3.ode.sampling$StepNormalizer#handleStep(org.apache.commons.math3.ode.sampling.StepInterpolator,boolean):221",mode;StepNormalizerMode
org.apache.commons.math3.util$OpenIntToDoubleHashMap$Iterator#hasNext():515,next
"org.apache.commons.math3.ode.sampling$StepNormalizer#handleStep(org.apache.commons.math3.ode.sampling.StepInterpolator,boolean):224",mode;lastTime;Precision;nextTime;equals;StepNormalizerMode
org.apache.commons.math3.genetics$ChromosomePair#getFirst():50,first
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):179",entry;tableau;Precision;equals;column;row;maxUlps;getBasicRow
org.apache.commons.math3.geometry.euclidean.twod$SubLine#getSegments():86,interval
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):176",tableau;i;getNumArtificialVariables
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):175",row
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):174",tableau;getNumArtificialVariables
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#newPointAndDirection(double[],double[],double):283",i;n
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):170",size;minRatioPositions
"org.apache.commons.math3.ode.sampling$StepNormalizer#handleStep(org.apache.commons.math3.ode.sampling.StepInterpolator,boolean):231",nextInStep
org.apache.commons.math3.complex$Complex#divide(double):294,divisor;imaginary;createComplex;real
org.apache.commons.math3.genetics$ChromosomePair#toString():64,getFirst;getSecond;format;String
org.apache.commons.math3.util$OpenIntToDoubleHashMap$Iterator#key():526,referenceCount;count
org.apache.commons.math3.distribution$ChiSquaredDistribution#getNumericalVariance():126,getDegreesOfFreedom
org.apache.commons.math3.complex$Complex#divide(double):292,ZERO;isInfinite;NaN
org.apache.commons.math3.genetics$ChromosomePair#getSecond():59,second
org.apache.commons.math3.complex$Complex#divide(double):291,divisor;isInfinite;Double
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):168",size;minRatioPositions
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):160",cmp
"org.apache.commons.math3.distribution$EnumeratedDistribution#sample(int,java.lang.Object[]):243",sampleSize
org.apache.commons.math3.linear$CholeskyDecomposition#getDeterminant():195,determinant
org.apache.commons.math3.linear$CholeskyDecomposition#getDeterminant():191,i;lTData
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():229,fX;current;fVal;previous
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#AbstractLeastSquaresOptimizer(org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizer):74,other
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#AbstractLeastSquaresOptimizer(org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizer):75,other
"org.apache.commons.math3.linear$ArrayRealVector#walkInOptimizedOrder(org.apache.commons.math3.linear.RealVectorChangingVisitor,int,int):953",walkInDefaultOrder;start;end;visitor
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):485",decimalFound;significantDigits
org.apache.commons.math3.distribution$ChiSquaredDistribution#density(double):97,density;x;gamma
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#AbstractLeastSquaresOptimizer(org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizer):76,other
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#AbstractLeastSquaresOptimizer(org.apache.commons.math3.fitting.leastsquares.AbstractLeastSquaresOptimizer):77,other
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):137",y0;j
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getAngles(org.apache.commons.math3.geometry.euclidean.threed.RotationOrder):666,getX;getY;getZ;buildArray;negate;v1;acos;v2;atan2
org.apache.commons.math3.distribution$ChiSquaredDistribution#getDegreesOfFreedom():92,getShape;gamma
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getAngles(org.apache.commons.math3.geometry.euclidean.threed.RotationOrder):663,getReal;getZ;v2
org.apache.commons.math3.stat.regression$SimpleRegression#getIntercept(double):744,sumY;sumX;slope;n
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):139",k;l
org.apache.commons.math3.linear$HessenbergTransformer#getH():162,cachedH
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():224,stop;checker
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):135",stages;k
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():227,stop
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():228,goal;GoalType
org.apache.commons.math3.stat.regression$SimpleRegression#getIntercept(double):743,hasIntercept
org.apache.commons.math3.linear$CholeskyDecomposition#getLT():182,cachedLT
"org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math3.analysis.MultivariateFunction,org.apache.commons.math3.optimization.GoalType,double[],double[],double[]):79",goalType;f;lower;upper;startPoint;maxEval;optimizeInternal
"org.apache.commons.math3.stat.inference$TestUtils#homoscedasticTTest(org.apache.commons.math3.stat.descriptive.StatisticalSummary,org.apache.commons.math3.stat.descriptive.StatisticalSummary):103",homoscedasticTTest;T_TEST;sampleStats2;sampleStats1
org.apache.commons.math3.fitting.leastsquares$AbstractLeastSquaresOptimizer#withTarget(double[]):85,self
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):476",q;striped
org.apache.commons.math3.linear$ArrayRealVector#walkInOptimizedOrder(org.apache.commons.math3.linear.RealVectorChangingVisitor):941,walkInDefaultOrder;visitor
"org.apache.commons.math3.ode$JacobianMatrices#JacobianMatrices(org.apache.commons.math3.ode.MainStateJacobianProvider,java.lang.String[]):133",parameters
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getAngles(org.apache.commons.math3.geometry.euclidean.threed.RotationOrder):682,getX;getY;getZ;buildArray;negate;v1;acos;v2;atan2
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():211,fX2;fVal;delta
org.apache.commons.math3.genetics$FixedGenerationCount#FixedGenerationCount(int):43,maxGenerations
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():244,best
org.apache.commons.math3.stat.regression$SimpleRegression#getRegressionSumSquares(double):756,sumXX;slope
org.apache.commons.math3.linear$HessenbergTransformer#getHouseholderVectorsRef():173,householderVectors
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):122",forward
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):473",q;offset
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():243,current;converged;previous;iter;checker
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):470",q;offset;decimalFound
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getAngles(org.apache.commons.math3.geometry.euclidean.threed.RotationOrder):679,getReal;getZ;v2
"org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateSimpleBoundsOptimizer#optimize(int,org.apache.commons.math3.analysis.MultivariateFunction,org.apache.commons.math3.optimization.GoalType,double[]):71",goalType;f;startPoint;maxEval;optimizeInternal
org.apache.commons.math3.linear$CholeskyDecomposition#getLT():177,cachedLT
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():248,fx;fu
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():249,u;x
org.apache.commons.math3.util$OpenIntToFieldHashMap#containsKey(int):226,index;FREE;states
org.apache.commons.math3.util$OpenIntToFieldHashMap#containsKey(int):222,containsKey;index;key
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getAngles(org.apache.commons.math3.geometry.euclidean.threed.RotationOrder):650,getX;getY;getZ;buildArray;negate;v1;acos;v2;atan2
org.apache.commons.math3.linear$HessenbergTransformer#transform():187,high;i
"org.apache.commons.math3.dfp$DfpField#newDfp(byte,byte):396",sign;nans
org.apache.commons.math3.stat.regression$SimpleRegression#getSignificance():724,Double
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():236,isMinim
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():245,fX2;fX
org.apache.commons.math3.stat.regression$SimpleRegression#getSignificance():723,n
org.apache.commons.math3.linear$HessenbergTransformer#transform():184,high;m
org.apache.commons.math3.analysis.function$Logit#value(org.apache.commons.math3.analysis.differentiation.DerivativeStructure):211,t;compose;f
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getAngles(org.apache.commons.math3.geometry.euclidean.threed.RotationOrder):647,getReal;getY;v2
org.apache.commons.math3.stat.regression$SimpleRegression#getSignificance():728,getSlope;getSlopeStdErr;cumulativeProbability;abs;FastMath;distribution
"org.apache.commons.math3.ode$JacobianMatrices#JacobianMatrices(org.apache.commons.math3.ode.MainStateJacobianProvider,java.lang.String[]):138",i;parameters
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():230,isMinim
org.apache.commons.math3.linear$CholeskyDecomposition#getL():164,cachedL
org.apache.commons.math3.linear$CholeskyDecomposition#getL():167,cachedL
"org.apache.commons.math3.ode$JacobianMatrices#JacobianMatrices(org.apache.commons.math3.ode.MainStateJacobianProvider,java.lang.String[]):150",stateDim;i
org.apache.commons.math3.util$OpenIntToFieldHashMap#containsKey(int):234,containsKey;index;key
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):498",p;q
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):499",p;striped
org.apache.commons.math3.util$OpenIntToFieldHashMap#containsKey(int):231,index;FREE;states
"org.apache.commons.math3.ode.nonstiff$RungeKuttaIntegrator#integrate(org.apache.commons.math3.ode.ExpandableStatefulODE,double):108",stages;i
org.apache.commons.math3.linear$HessenbergTransformer#transform():198,ort;m
org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#getAngles(org.apache.commons.math3.geometry.euclidean.threed.RotationOrder):654,RotationOrder;order
org.apache.commons.math3.linear$HessenbergTransformer#transform():194,i;m
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):490",decimalFound
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():220,d
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():237,i;n
"org.apache.commons.math3.ml.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.List,java.util.Collection,int[]):270",pointIndex;clusterIndex;assignments
org.apache.commons.math3.linear$HessenbergTransformer#transform():191,Precision;equals;scale
"org.apache.commons.math3.ml.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.List,java.util.Collection,int[]):279",assignedDifferently
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():231,fX;current;fVal;previous
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):151",p;order
org.apache.commons.math3.dfp$DfpField#newDfp(org.apache.commons.math3.dfp.Dfp):378,d
"org.apache.commons.math3.util$OpenIntToFieldHashMap#findInsertionIndex(int[],byte[],int,int):287",changeIndexSign;index
org.apache.commons.math3.ode$JacobianMatrices#registerVariationalEquations(org.apache.commons.math3.ode.ExpandableStatefulODE):168,jode
"org.apache.commons.math3.util$OpenIntToFieldHashMap#findInsertionIndex(int[],byte[],int,int):284",index;FREE;states
"org.apache.commons.math3.util$OpenIntToFieldHashMap#findInsertionIndex(int[],byte[],int,int):286",keys;index;FULL;key;states
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):441",p;fpdecimal;length
org.apache.commons.math3.dfp$DfpField#newDfp(double):370,x
"org.apache.commons.math3.ml.distance$ManhattanDistance#compute(double[],double[]):34",a;b;distance1;MathArrays
"org.apache.commons.math3.util$OpenIntToFieldHashMap#findInsertionIndex(int[],byte[],int,int):285",index
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):446",q;offset;mant;rsize
org.apache.commons.math3.optim.linear$SimplexSolver#doIteration(org.apache.commons.math3.optim.linear.SimplexTableau):239,getHeight;tableau;i
org.apache.commons.math3.stat.descriptive.summary$SumOfSquares#getResult():86,value
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):148",q;i
org.apache.commons.math3.optim.linear$SimplexSolver#doIteration(org.apache.commons.math3.optim.linear.SimplexTableau):230,pivotRow
org.apache.commons.math3.stat.regression$SimpleRegression#regress():784,getSumSquaredErrors;vcv;sumY;_syy;params;n
"org.apache.commons.math3.ml.clustering$KMeansPlusPlusClusterer#assignPointsToClusters(java.util.List,java.util.Collection,int[]):268",p
org.apache.commons.math3.ode$JacobianMatrices#registerVariationalEquations(org.apache.commons.math3.ode.ExpandableStatefulODE):171,ode;expandable;getPrimary
org.apache.commons.math3.dfp$DfpDec#newInstance():99,getField
org.apache.commons.math3.ml.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection):248,emptyCluster;changes
"org.apache.commons.math3.distribution$EnumeratedIntegerDistribution#EnumeratedIntegerDistribution(org.apache.commons.math3.random.RandomGenerator,int[],double[]):90",singletons;probabilities
org.apache.commons.math3.dfp$DfpField#newDfp(java.lang.String):386,s
org.apache.commons.math3.ml.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection):249,clusters
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):141",ltI;i;absolutePositivityThreshold
"org.apache.commons.math3.util$OpenIntToFieldHashMap#findInsertionIndex(int[],byte[],int,int):298",keys;index;FULL;key;states
"org.apache.commons.math3.distribution$EnumeratedIntegerDistribution#EnumeratedIntegerDistribution(org.apache.commons.math3.random.RandomGenerator,int[],double[]):96",i;singletons
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():280,current;previous;isMinim;best
"org.apache.commons.math3.util$OpenIntToFieldHashMap#findInsertionIndex(int[],byte[],int,int):292",index;FULL;states
org.apache.commons.math3.stat.regression$SimpleRegression#regress():799,n
org.apache.commons.math3.stat.descriptive.summary$SumOfSquares#getN():93,n
org.apache.commons.math3.stat.regression$SimpleRegression#regress():794,sumYY;getSumSquaredErrors;vcv;sumY;params;n
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):136",i;order
org.apache.commons.math3.ml.clustering$KMeansPlusPlusClusterer#cluster(java.util.Collection):252,clusters
org.apache.commons.math3.dfp$DfpField#newDfp(int):354,x
"org.apache.commons.math3.analysis.interpolation$TricubicSplineInterpolatingFunction#TricubicSplineInterpolatingFunction(double[],double[],double[],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][]):196",i;lastI
org.apache.commons.math3.util$OpenIntToFieldHashMap#findInsertionIndex(int):269,keys;findInsertionIndex;key;states;mask
"org.apache.commons.math3.fraction$ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):209",intValue;den
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():272,fv;Precision;v;equals;w;x;fu
"org.apache.commons.math3.fraction$ProperFractionFormat#parse(java.lang.String,java.text.ParsePosition):201",den
org.apache.commons.math3.util$OpenIntToFieldHashMap#perturb(int):260,hash
"org.apache.commons.math3.analysis.interpolation$TricubicSplineInterpolatingFunction#TricubicSplineInterpolatingFunction(double[],double[],double[],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][],double[][][]):197",yLen;f;i
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$PowellOptimizer#doOptimize():200,i;n
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):128",abs;FastMath;lJI;maxDelta;lIJ
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):212",get;minRatioPositions
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):122",j;order
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():261,u;x
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):209",minRow
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):457",p;fpdecimal;charAt
org.apache.commons.math3.dfp$DfpField#newDfp(long):362,x
org.apache.commons.math3.optim.nonlinear.vector$Target#getTarget():53,clone;target
org.apache.commons.math3.optimization.univariate$BrentOptimizer#doOptimize():266,fw;Precision;w;equals;x;fu
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):203",equals;i;row;minIndex;basicRow
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):450",p;fpdecimal;charAt
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):118",i;order
org.apache.commons.math3.genetics$FixedGenerationCount#getNumGenerations():69,numGenerations
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):201",varEnd;minRow;equals;i;row
"org.apache.commons.math3.optim.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optim.linear.SimplexTableau,int):200",row
org.apache.commons.math3.stat.regression$SimpleRegression#regress():772,hasIntercept
org.apache.commons.math3.stat.regression$SimpleRegression#regress():776,sumXX;abs;Precision;FastMath
org.apache.commons.math3.stat.regression$SimpleRegression#regress():773,n
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):145,referenceSimplex;i
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):149,refI;dimension
"org.apache.commons.math3.dfp$Dfp#Dfp(org.apache.commons.math3.dfp.DfpField,java.lang.String):404",fpdecimal;indexOf
"org.apache.commons.math3.util$MathUtils#copySign(short,short):159",magnitude
"org.apache.commons.math3.analysis.integration.gauss$GaussIntegratorFactory#transform(org.apache.commons.math3.util.Pair,double,double):163",i;points
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#setClockWise(boolean):174,min;max
org.apache.commons.math3.util$Decimal64#scalb(int):415,scalb;FastMath;value;n
org.apache.commons.math3.optim$PointVectorValuePair#getValue():95,v;clone
"org.apache.commons.math3.linear$CholeskyDecomposition#CholeskyDecomposition(org.apache.commons.math3.linear.RealMatrix,double,double):107",matrix;isSquare
org.apache.commons.math3.geometry.euclidean.twod$NestedLoops#setClockWise(boolean):170,originalIsClockwise;clockwise
"org.apache.commons.math3.analysis.integration.gauss$GaussIntegratorFactory#transform(org.apache.commons.math3.util.Pair,double,double):168",weights;points
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):255",di
org.apache.commons.math3.stat$StatUtils#mode(double[]):821,getMode;sample
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):258",abs;Precision;tmp;FastMath
"org.apache.commons.math3.stat.inference$TestUtils#tTest(double,double[],double):173",T_TEST;alpha;mu;tTest;sample
org.apache.commons.math3.linear$AbstractFieldMatrix#walkInRowOrder(org.apache.commons.math3.linear.FieldMatrixChangingVisitor):805,end;visitor
org.apache.commons.math3.util$Decimal64Field#getInstance():45,INSTANCE
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$MultiDirectionalSimplex#iterate(org.apache.commons.math3.analysis.MultivariateFunction,java.util.Comparator):163",comparator;compare;reflected;best
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):152,i;j
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$MultiDirectionalSimplex#iterate(org.apache.commons.math3.analysis.MultivariateFunction,java.util.Comparator):168",comparator;expanded;compare;reflected
org.apache.commons.math3.dfp$DfpField#newDfp(byte):346,x
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):242",x;i
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):156,refJ;refI;k
"org.apache.commons.math3.stat.regression$MillerUpdatingRegression#include(double[],double,double):243",w
org.apache.commons.math3.optim.nonlinear.scalar.noderiv$AbstractSimplex#AbstractSimplex(double[][]):155,k;dimension
"org.apache.commons.math3.util$MathUtils#copySign(short,short):152",sign;magnitude
"org.apache.commons.math3.util$MathUtils#copySign(short,short):154",magnitude
"org.apache.commons.math3.util$MathUtils#copySign(short,short):155",sign;magnitude;Short
org.apache.commons.math3.random$ValueServer#getSigma():348,sigma
org.apache.commons.math3.util$Decimal64#copySign(double):408,copySign;FastMath;sign;value
